time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object,stiffness
2025/05/23/15:03:53.880900,1,1748005433,880340576,,1000,115,187,30,77,29,54,0,62,1000,0,0,999,999,999,999,999,713,664,140,0,1,1,1
2025/05/23/15:03:53.890854,2,1748005433,890384674,,1000,113,151,30,68,25,37,0,54,1000,0,0,999,999,999,999,999,725,673,124,0,1,1,1
2025/05/23/15:03:53.900851,3,1748005433,900318861,,1000,113,151,30,68,25,36,0,53,1000,0,0,999,999,999,999,999,725,673,124,0,1,1,1
2025/05/23/15:03:53.910886,4,1748005433,910441398,,1000,113,150,30,68,25,36,0,53,1000,0,0,999,999,999,999,999,725,673,124,0,1,1,1
2025/05/23/15:03:53.920903,5,1748005433,920369863,,1000,113,150,30,68,25,35,0,52,1000,0,0,999,999,999,999,999,725,673,124,0,1,1,1
2025/05/23/15:03:53.930994,6,1748005433,930395364,,1000,113,149,29,68,25,35,0,52,1000,0,0,999,999,999,999,999,725,673,124,0,1,1,1
2025/05/23/15:03:53.940842,7,1748005433,940375089,,1000,113,148,29,68,25,35,0,52,1000,0,0,999,999,999,999,999,725,673,122,0,1,1,1
2025/05/23/15:03:53.950659,8,1748005433,950289487,,1000,113,147,29,68,25,34,0,51,1000,0,0,999,999,999,999,999,726,672,122,0,1,1,1
2025/05/23/15:03:53.960814,9,1748005433,960264444,,1000,113,147,29,68,25,33,0,51,1000,0,0,999,999,999,999,999,725,671,122,0,1,1,1
2025/05/23/15:03:53.970716,10,1748005433,970375537,,1000,113,146,29,68,25,33,0,51,1000,0,0,999,999,999,999,999,725,670,124,0,1,1,1
2025/05/23/15:03:53.980700,11,1748005433,980302572,,1000,113,145,29,67,25,33,0,50,1000,0,0,999,999,999,999,999,725,669,124,0,1,1,1
2025/05/23/15:03:53.990736,12,1748005433,990244388,,1000,113,145,29,67,25,32,0,50,1000,0,0,999,999,999,999,999,724,669,124,0,1,1,1
2025/05/23/15:03:54.000622,13,1748005434,297307,,1000,113,144,29,67,25,32,0,50,1000,0,0,999,999,999,999,999,724,668,124,0,1,1,1
2025/05/23/15:03:54.010531,14,1748005434,10197162,,1000,113,144,29,67,25,32,0,50,1000,0,0,999,999,999,999,999,724,666,124,0,1,1,1
2025/05/23/15:03:54.020446,15,1748005434,20193099,,1000,113,144,29,67,25,32,0,50,1000,0,0,999,999,999,999,999,724,666,124,0,1,1,1
2025/05/23/15:03:54.030519,16,1748005434,30217885,,1000,113,142,29,67,25,31,0,49,1000,0,0,999,999,999,999,999,722,664,122,0,1,1,1
2025/05/23/15:03:54.040729,17,1748005434,40248155,,1000,113,142,29,67,25,31,0,49,1000,0,0,999,999,999,986,999,721,662,124,0,1,1,1
2025/05/23/15:03:54.050735,18,1748005434,50334453,,1000,113,141,29,67,25,31,0,49,1000,0,0,999,999,999,964,999,720,660,124,0,1,1,1
2025/05/23/15:03:54.060602,19,1748005434,60247898,,1000,113,141,29,67,25,31,0,49,1000,0,0,999,999,999,946,999,720,659,124,0,1,1,1
2025/05/23/15:03:54.070495,20,1748005434,70207834,,1000,113,141,29,66,25,30,0,49,1000,0,0,999,999,999,939,999,719,658,124,0,1,1,1
2025/05/23/15:03:54.080769,21,1748005434,80307006,,1000,113,140,29,66,25,30,0,48,1000,0,0,999,999,999,936,999,719,657,122,0,1,1,1
2025/05/23/15:03:54.091018,22,1748005434,90293407,,1000,113,140,29,66,24,30,0,48,1000,0,0,999,999,999,936,999,719,658,120,0,1,1,1
2025/05/23/15:03:54.100578,23,1748005434,100203514,,1000,113,139,29,66,24,30,0,48,1000,0,0,999,999,999,937,999,719,658,120,0,1,1,1
2025/05/23/15:03:54.110505,24,1748005434,110221862,,1000,113,138,29,66,24,30,0,48,1000,0,0,999,999,999,947,999,719,658,120,0,1,1,1
2025/05/23/15:03:54.120625,25,1748005434,120315313,,1000,113,138,29,66,24,30,0,48,1000,0,0,999,999,999,957,999,719,657,120,0,1,1,1
2025/05/23/15:03:54.130642,26,1748005434,130267620,,1000,113,138,29,66,24,30,0,48,1000,0,0,999,999,999,963,999,719,657,118,0,1,1,1
2025/05/23/15:03:54.140689,27,1748005434,140326499,,1000,113,138,29,66,24,29,0,48,1000,0,0,999,999,999,964,999,719,657,118,0,1,1,1
2025/05/23/15:03:54.150521,28,1748005434,150226593,,1000,113,138,29,66,24,29,0,48,1000,0,0,999,999,999,951,999,719,656,118,0,1,1,1
2025/05/23/15:03:54.160539,29,1748005434,160227775,,1000,113,138,29,66,24,29,0,48,1000,0,0,999,999,999,936,999,720,656,118,0,1,1,1
2025/05/23/15:03:54.170629,30,1748005434,170323371,,1000,113,138,29,66,24,29,0,48,1000,0,0,999,999,999,929,999,720,656,118,0,1,1,1
2025/05/23/15:03:54.180699,31,1748005434,180314302,,1000,113,138,29,66,24,29,0,48,1000,0,0,999,999,999,928,999,720,655,116,0,1,1,1
2025/05/23/15:03:54.190863,32,1748005434,190317153,,1000,113,138,29,65,24,28,0,48,1000,0,0,999,999,999,927,999,720,655,116,0,1,1,1
2025/05/23/15:03:54.200690,33,1748005434,200372219,,1000,113,137,29,65,24,28,0,48,1000,0,0,999,999,999,924,999,721,655,116,0,1,1,1
2025/05/23/15:03:54.210709,34,1748005434,210252761,,1000,113,137,29,65,24,28,0,48,1000,0,0,999,999,999,922,999,721,655,115,0,1,1,1
2025/05/23/15:03:54.220654,35,1748005434,220303773,,1000,113,137,29,65,24,28,0,48,1000,0,0,999,999,999,925,999,721,654,115,0,1,1,1
2025/05/23/15:03:54.230769,36,1748005434,230291366,,1000,113,136,29,65,24,28,0,48,1000,0,0,999,999,999,927,999,721,654,115,0,1,1,1
2025/05/23/15:03:54.240896,37,1748005434,240433216,,1000,113,136,29,65,24,28,0,47,1000,0,0,999,999,999,927,999,721,654,113,0,1,1,1
2025/05/23/15:03:54.250834,38,1748005434,250311374,,1000,113,136,29,65,24,28,0,47,1000,0,0,999,999,999,924,999,721,654,113,0,1,1,1
2025/05/23/15:03:54.260817,39,1748005434,260318994,,1000,113,136,29,65,24,28,0,47,1000,0,0,999,999,999,924,999,721,654,113,0,1,1,1
2025/05/23/15:03:54.270819,40,1748005434,270312309,,1000,113,136,29,65,24,28,0,47,1000,0,0,999,999,999,925,999,722,654,113,0,1,1,1
2025/05/23/15:03:54.280812,41,1748005434,280309438,,1000,113,136,29,65,24,28,0,47,1000,0,0,999,999,999,923,999,721,653,111,0,1,1,1
2025/05/23/15:03:54.290927,42,1748005434,290334463,,1000,113,135,29,65,24,28,0,47,1000,0,0,999,999,999,919,999,722,653,111,0,1,1,1
