time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/15:22:23.649535,1,1748006543,648859977,,1000,113,218,54,88,56,37,6,56,1000,342,375,999,999,999,793,999,649,733,247,228,0,0
2025/05/23/15:22:23.658800,2,1748006543,658490419,,1000,113,167,52,76,47,26,4,61,1000,262,274,999,999,999,635,999,653,772,245,131,0,0
2025/05/23/15:22:23.669250,3,1748006543,668708324,,1000,113,167,51,76,47,26,4,60,1000,261,273,999,999,999,650,999,652,772,245,130,0,0
2025/05/23/15:22:23.678722,4,1748006543,678420782,,1000,113,167,51,76,47,26,4,60,1000,260,273,999,999,999,660,999,652,772,245,129,0,0
2025/05/23/15:22:23.688811,5,1748006543,688453435,,1000,113,166,52,75,47,26,4,60,1000,259,273,999,999,999,674,999,653,772,245,128,0,0
2025/05/23/15:22:23.698665,6,1748006543,698381900,,1000,113,166,51,75,47,26,4,60,1000,258,273,999,999,999,673,999,652,771,245,126,0,0
2025/05/23/15:22:23.709003,7,1748006543,708562612,,1000,113,166,51,75,47,26,4,60,1000,257,273,999,999,999,671,999,652,771,245,125,0,0
2025/05/23/15:22:23.719064,8,1748006543,718508481,,1000,113,166,51,75,47,26,3,60,1000,257,272,999,999,999,671,999,652,771,245,124,0,0
2025/05/23/15:22:23.729000,9,1748006543,728498220,,1000,113,166,51,75,47,26,3,60,1000,256,272,999,999,999,668,999,652,771,245,123,0,0
2025/05/23/15:22:23.738809,10,1748006543,738448858,,1000,113,165,51,75,47,26,3,60,1000,256,273,999,999,999,667,999,651,771,245,123,0,0
2025/05/23/15:22:23.748748,11,1748006543,748438596,,1000,113,165,51,75,46,26,3,60,1000,255,274,999,999,999,668,999,652,772,245,122,0,0
2025/05/23/15:22:23.758683,12,1748006543,758358001,,1000,113,165,51,75,46,26,3,60,1000,255,274,999,999,999,669,999,651,772,245,122,0,0
2025/05/23/15:22:23.768940,13,1748006543,768582105,,1000,113,165,51,74,46,26,3,60,1000,254,274,999,999,999,666,999,651,772,245,122,0,0
2025/05/23/15:22:23.778631,14,1748006543,778387308,,1000,113,165,51,74,46,26,3,60,1000,253,273,999,999,999,662,999,651,771,245,121,0,0
2025/05/23/15:22:23.788876,15,1748006543,788398265,,1000,113,165,51,74,46,26,3,60,1000,253,272,999,999,999,658,999,651,771,245,120,0,0
2025/05/23/15:22:23.798875,16,1748006543,798412799,,1000,113,165,51,74,46,26,3,60,1000,252,271,999,999,999,657,999,651,772,245,119,0,0
2025/05/23/15:22:23.808887,17,1748006543,808559417,,1000,113,165,51,74,46,26,3,60,1000,252,271,999,999,999,660,999,651,772,245,118,0,0
2025/05/23/15:22:23.819052,18,1748006543,818459033,,1000,113,165,51,74,46,26,3,60,1000,251,271,999,999,999,664,999,651,772,243,118,0,0
2025/05/23/15:22:23.829003,19,1748006543,828626632,,1000,113,165,51,74,46,26,3,60,1000,251,273,999,999,999,664,999,651,772,243,117,0,0
2025/05/23/15:22:23.838954,20,1748006543,838465213,,1000,113,164,51,74,46,26,3,60,1000,251,274,999,999,999,666,999,651,772,243,115,0,0
2025/05/23/15:22:23.848843,21,1748006543,848470211,,1000,113,164,51,74,46,26,3,59,1000,251,276,999,999,999,669,999,650,772,243,114,0,0
2025/05/23/15:22:23.858636,22,1748006543,858362913,,1000,113,164,51,74,45,26,3,59,1000,252,278,999,999,999,672,999,650,772,241,113,0,0
2025/05/23/15:22:23.869162,23,1748006543,868600130,,1000,113,164,51,74,45,26,3,59,1000,252,280,999,999,999,671,999,650,772,241,112,0,0
2025/05/23/15:22:23.878865,24,1748006543,878471612,,1000,113,164,51,74,45,26,3,59,1000,252,282,999,999,999,667,999,650,772,241,111,0,0
2025/05/23/15:22:23.888729,25,1748006543,888396978,,1000,113,164,51,74,45,26,3,59,1000,252,283,999,999,999,660,999,650,772,243,111,0,0
2025/05/23/15:22:23.898921,26,1748006543,898477315,,1000,113,164,51,74,45,26,3,59,1000,252,283,999,999,999,660,999,650,772,243,111,0,0
2025/05/23/15:22:23.908668,27,1748006543,908395767,,1000,113,163,51,74,45,26,3,59,1000,253,286,999,999,999,662,999,650,771,241,110,0,0
2025/05/23/15:22:23.919112,28,1748006543,918528079,,1000,113,163,51,74,45,26,3,59,1000,254,288,999,999,999,670,999,650,770,241,110,0,0
2025/05/23/15:22:23.929159,29,1748006543,928590059,,1000,113,163,51,74,45,26,3,59,1000,254,288,999,999,999,670,999,650,770,241,110,0,0
2025/05/23/15:22:23.938732,30,1748006543,938432931,,1000,113,162,51,74,45,26,2,59,1000,256,292,999,999,999,683,999,650,771,243,108,0,0
2025/05/23/15:22:23.948745,31,1748006543,948406219,,1000,113,162,51,74,45,25,2,59,1000,257,293,999,999,999,685,999,651,771,241,107,0,0
2025/05/23/15:22:23.958808,32,1748006543,958427906,,1000,113,162,51,74,45,25,2,59,1000,257,295,999,999,999,687,999,651,770,241,107,0,0
2025/05/23/15:22:23.968837,33,1748006543,968453884,,1000,113,162,51,73,44,25,2,59,1000,257,296,999,999,999,688,999,651,771,239,106,0,0
2025/05/23/15:22:23.978750,34,1748006543,978355169,,1000,113,161,51,73,44,25,2,59,1000,259,296,999,999,999,689,999,651,770,241,104,0,0
2025/05/23/15:22:23.988675,35,1748006543,988406419,,1000,113,160,51,73,44,25,2,59,1000,259,296,999,999,999,683,999,651,768,241,103,0,0
2025/05/23/15:22:23.998727,36,1748006543,998411893,,1000,113,160,51,73,44,25,2,59,1000,260,296,999,999,999,678,999,650,768,241,102,0,0
2025/05/23/15:22:24.008651,37,1748006544,8381605,,1000,113,159,51,73,44,25,2,59,1000,260,296,999,999,999,676,999,650,770,239,101,0,0
