time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/14:57:57.277834,1,1748005077,277373075,,1000,126,320,31,247,59,332,0,493,1000,46,0,988,999,999,999,999,635,524,224,236,0,0
2025/05/23/14:57:57.287637,2,1748005077,287246704,,1000,124,249,33,152,53,162,4,205,1000,1,0,998,999,999,999,999,710,657,276,131,0,0
2025/05/23/14:57:57.297654,3,1748005077,297244310,,1000,124,248,33,151,53,161,4,204,1000,0,0,998,999,999,999,999,710,656,276,131,0,0
2025/05/23/14:57:57.307695,4,1748005077,307387828,,1000,124,247,33,151,53,161,4,204,1000,0,0,998,999,999,999,999,711,656,276,130,0,0
2025/05/23/14:57:57.317712,5,1748005077,317329406,,1000,124,246,32,150,53,160,4,203,1000,0,0,998,999,999,999,999,711,656,276,129,0,0
2025/05/23/14:57:57.328040,6,1748005077,327527761,,1000,124,246,32,150,53,159,4,202,1000,0,0,999,999,999,999,999,712,656,276,128,0,0
2025/05/23/14:57:57.337801,7,1748005077,337342977,,1000,124,246,32,149,53,159,4,201,1000,0,0,999,999,999,999,999,712,656,274,127,0,0
2025/05/23/14:57:57.347843,8,1748005077,347334623,,1000,124,245,32,149,52,158,4,201,1000,0,0,999,999,999,999,999,713,656,274,127,0,0
2025/05/23/14:57:57.357832,9,1748005077,357403278,,1000,124,245,32,148,52,158,4,200,1000,0,0,999,999,999,999,999,713,655,274,126,0,0
2025/05/23/14:57:57.367888,10,1748005077,367402076,,1000,124,244,32,148,52,157,4,199,1000,0,0,999,999,999,999,999,713,655,274,125,0,0
2025/05/23/14:57:57.378686,11,1748005077,377478122,,1000,124,243,32,148,52,157,4,199,1000,0,0,999,999,999,999,999,713,655,274,125,0,0
